genbank_id	isolate	isolation_source	broad_category	genbank_accession	completeness	contamination	ncbi_species_name
GCA_014646635	Lentibacillus kapialis	Shrimp paste, fermented###Fermented shrimp paste ('ka-pi') produced in Thailand###fermented shrimp paste###fermented shrimp paste from a market	#Fermented	GCA_014646635.1	98.2	1.4	Lentibacillus kapialis
GCA_000583655	Lentilactobacillus farraginis	Environment, Compost of distilled shochu residue###Compost of distilled shochu residue###composting material of distilled shochu residue	#Beverage	GCA_000583655.1	77.64	0.33	Lentilactobacillus farraginis
GCA_000159315	Lentilactobacillus hilgardii	Plant, Wine###wine	#Fruit (Seed)	GCA_000159315.1	98.69	0.44	Lentilactobacillus hilgardii
GCA_001311745	Lentilactobacillus kefiri	Food, Kefir grains###kefir grains	NA	GCA_001311745.1	43.35	0.22	Lentilactobacillus kefiri
GCA_001311425	Lentilactobacillus kisonensis	Sunki, non-salted pickle solution###Sunki, traditional Japanese pickles###non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)	#Fermented	GCA_001311425.1	52.07	0.33	Lentilactobacillus kisonensis
GCA_000415925	Lentilactobacillus otakiensis	Sunki, non-salted pickle solution###Sunki, traditional Japanese pickles###non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)	#Fermented	GCA_000415925.1	98.56	0	Lentilactobacillus otakiensis
GCA_001437335	Lentilactobacillus parabuchneri	Environment, Blair athol distillery###Late fermentation sample from a malt whiskey distillery###blair athol distillery	#Beverage	GCA_001437335.1	98.96	0.22	Lentilactobacillus parabuchneri
GCA_001311355	Lentilactobacillus parafarraginis	Environment, Compost of distilled shochu residue###Compost of distilled shochu residue###composting material of distilled shochun residue	#Beverage	GCA_001311355.1	73.59	0.54	Lentilactobacillus parafarraginis
GCA_001311445	Lentilactobacillus rapi	Sunki, non-salted pickle solution###Sunki, traditional Japanese pickles###non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)	#Fermented	GCA_001311445.1	47.61	0.18	Lentilactobacillus rapi
GCA_001435575	Lentilactobacillus sunkii	Sunki, non-salted pickle solution###Sunki, traditional Japanese pickles###non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)	#Fermented	GCA_001435575.1	99.02	0.65	Lentilactobacillus sunkii
GCA_000350525	Leucobacter salsicius	Jeotgal (a Korean salt-fermented food containing tiny shrimps)###jeotgal, a Korean salt-fermented food	#Fermented	GCA_000350525.1	98.45	1.69	Leucobacter salsicius
GCA_012396485	Leuconostoc holzapfelii	Ethiopian coffee fermentation###coffee fermentation	#Shrub (Scrub)	GCA_012396485.1	99.13	0.83	Leuconostoc holzapfelii
GCA_000160595	Leuconostoc mesenteroides subsp. cremoris	Food, Dried cheese starter powder###Hansen's dried starter powder	#Starter culture	GCA_000160595.1	92.96	0.19	Leuconostoc mesenteroides
GCA_001886915	Leuconostoc mesenteroides subsp. jonggajibkimchii	Kimchi###a commercial kimchi	#Fermented	GCA_001886915.1	92.92	0.61	Leuconostoc mesenteroides
GCA_000014445	Leuconostoc mesenteroides	Food, Fermenting olives###Olives###fermenting olives	#Fermented	GCA_000014445.1	98.54	0.19	Leuconostoc mesenteroides
GCA_019656055	Leuconostoc miyukkimchii	Brown algae kimchi (miyukkimchi)###fermented brown algae (<i>Undaria pinnatifida</i>) L. kimchi	#Brown Algae	GCA_019656055.1	99.22	0.94	Leuconostoc miyukkimchii
GCA_019656075	Leuconostoc palmae	Food, Palm, wine###palm wine	#Plant sap (Flux)	GCA_019656075.1	96.58	0.08	Leuconostoc palmae
GCA_014634805	Leuconostoc falkenbergense	Lactic culture,(Flora Danica)	#Starter culture	GCA_014634805.1	99.22	0.09	Leuconostoc falkenbergense
GCA_001434835	Levilactobacillus acidifarinae	Food, Wheat sourdough###Wheat sourdough###artisanal wheat sourdough	#Food	GCA_001434835.1	99.18	0.65	Levilactobacillus acidifarinae
GCA_002933755	Levilactobacillus brevis	Green, fermenting Sevillano variety olives###green fermenting Sevillano variety olives	#Fermented	GCA_002933755.1	99.43	0.49	Levilactobacillus brevis
GCA_001434395	Levilactobacillus hammesii	Food, Wheat sourdough###French sourdough###wheat sourdough	#Food	GCA_001434395.1	99.02	0.11	Levilactobacillus hammesii
GCA_001435525	Levilactobacillus koreensis	From cabbage kimchi(traditional Korean fermented food)###Kimchi###cabbage kimchi	#Fermented	GCA_001435525.1	99.35	0.74	Levilactobacillus koreensis
GCA_001434785	Levilactobacillus namurensis	Food, Sourdough based on wheat, rye and spelt flour###Belgian sourdough###Sourdough based on wheat,rye and spelt flour###sourdough, manufactured with wheat, rye and spelt flour	#Herbaceous plants (Grass,Crops)	GCA_001434785.1	100	0	Levilactobacillus namurensis
GCA_001436675	Levilactobacillus senmaizukei	Japanese pickle###pickles	NA	GCA_001436675.1	98.37	0	Levilactobacillus senmaizukei
GCA_001435095	Levilactobacillus spicheri	Food, Rice sourdough###rice sourdough	#Herbaceous plants (Grass,Crops)	GCA_001435095.1	99.35	0	Levilactobacillus spicheri
GCA_003946265	Levilactobacillus yonginensis	Kimchi###Korean fermented food, Kimchi	#Fermented	GCA_003946265.1	99.35	0.65	Levilactobacillus yonginensis
GCA_001434115	Levilactobacillus zymae	Food, Wheat sourdough###Wheat sourdough###artisanal wheat sourdough	#Food	GCA_001434115.1	99.35	0.65	Levilactobacillus zymae
GCA_000260635	Ligilactobacillus acidipiscis	Food, Cheese###Halloumi cheese###Cheese,Halloumi###cheese, Halloumi	#Dairy product	GCA_000260635.1	89.59	2.45	Ligilactobacillus acidipiscis
GCA_001435755	Ligilactobacillus acidipiscis	Fermented fish (pla-ra)###fermented fish	#Fermented	GCA_001435755.1	97.98	0.87	Ligilactobacillus acidipiscis
GCA_000349725	Ligilactobacillus pobuzihii	Food, Fermented cummingcordia, food###From pobuzih, fermented cummingcordia###fermented cummingcordia (pobuzihi)	#Fermented	GCA_000349725.1	97.71	1.09	Ligilactobacillus pobuzihii
GCA_000159215	Limosilactobacillus fermentum	Food, Fermented beets###Fermented beets (Beta vulgaris)###fermented beets	NA	GCA_000159215.1	96.67	0.92	Limosilactobacillus fermentum
GCA_001436045	Limosilactobacillus frumenti	rye-bran sourdough	#Herbaceous plants (Grass,Crops)	GCA_001436045.1	99.35	0	Limosilactobacillus frumenti
GCA_001027985	Limosilactobacillus panis	Rye sourdough###sourdough	#Fermented	GCA_001027985.1	99.13	1.17	Limosilactobacillus panis
GCA_001435345	Limosilactobacillus pontis	Sourdough###Sour dough###rye sourdough	#Herbaceous plants (Grass,Crops)	GCA_001435345.1	98.63	0	Limosilactobacillus pontis
GCA_001437055	Limosilactobacillus secaliphilus	Type II sourdough fermentation###Rye sourdough###sour dough	#Fermented	GCA_001437055.1	97.71	0.65	Limosilactobacillus secaliphilus
GCA_001436735	Liquorilactobacillus cacaonum	cocoa bean heap fermentation	#Fruit (Seed)	GCA_001436735.1	98.69	0	Liquorilactobacillus cacaonum
GCA_001434915	Liquorilactobacillus capillatus	Tofu brine, fermented###Stinky tofu brine###isolated from fermented brine used for stinky tofu production	#Fermented	GCA_001434915.1	99.02	1.2	Liquorilactobacillus capillatus
GCA_001435235	Liquorilactobacillus ghanensis	Ghanaian cocoa fermentations###cocoa fermentation	#Fruit (Seed)	GCA_001435235.1	99.02	3.05	Liquorilactobacillus ghanensis
GCA_001434845	Liquorilactobacillus hordei	malted barley	#Fermented	GCA_001434845.1	98.37	0.08	Liquorilactobacillus hordei
GCA_000260415	Liquorilactobacillus mali	Food, Apple juice from cider press###apple juice from cider press	#Beverage	GCA_000260415.1	96.95	1.28	Liquorilactobacillus mali
GCA_001434225	Liquorilactobacillus nagelii	Food, Partially fermented wine###Wines undergoing sluggish/stuck alcoholic fermentation###Commercial red wine###partially fermented wine	#Beverage	GCA_001434225.1	99.35	2.07	Liquorilactobacillus nagelii
GCA_001436275	Liquorilactobacillus oeni	Food, Bobal grape wines###Bobal wine	#Beverage	GCA_001436275.1	99.35	0.65	Liquorilactobacillus oeni
GCA_001312045	Liquorilactobacillus satsumensis	Food, Fermented rice###Mashes of shouchu (traditional Japanese distilled spirits)###shochu mash	#Beverage	GCA_001312045.1	58.43	2.61	Liquorilactobacillus satsumensis
GCA_001434935	Liquorilactobacillus uvarum	Spanish Boba grape must###Spanish bobal grape must###must of Bobal grape variety	#Fruit (Seed)	GCA_001434935.1	99.35	1.63	Liquorilactobacillus uvarum
GCA_003970575	Mammaliicoccus fleurettii	Food, Goat, raw milk cheese###Cheese made from raw goat's milk###goat milk cheese	#Milk	GCA_003970575.1	97.57	1.69	Mammaliicoccus fleurettii
GCA_007671655	Marinobacter piscensis	salted Anchovy food###Salty food	#Food	GCA_007671655.1	94.97	1.28	Marinobacter piscensis
GCA_000686905	Marinospirillum insulare	fermented fish brine (kusaya gravy)	#Fermented	GCA_000686905.1	99.18	0.9	Marinospirillum insulare
GCA_002874535	Mesobacillus jeotgali	Food, Korean traditonal fermented food###jeotgal, Korean traditional fermented seafood	#Fermented	GCA_002874535.1	99.35	0.65	Mesobacillus jeotgali
GCA_022179345	Methylobacterium jeotgali	From fermented food (Shrimp Jeotgal)###food product	#Food	GCA_022179345.1	98	1.1	Methylobacterium jeotgali
GCA_000422745	Microbacterium gubbeenense	Food, Cheese###surface of a smear-ripened cheese	#Dairy product	GCA_000422745.1	98.33	1.92	Microbacterium gubbeenense
GCA_008017445	Microbacterium mitrae	salted turban shell (traditional fermented seafood)	#Fermented	GCA_008017445.1	96.01	2.31	Microbacterium mitrae
GCA_003667525	Mycetocola reblochoni	Surface of Reblochon cheese at the late stage of ripening###surface of Reblochon cheese (late stage of ripening)	#Dairy product	GCA_003667525.1	98.74	1.23	Mycetocola reblochoni
GCA_000337695	Natronococcus jeotgali	From jeotgal###Shrimp jeotgal, traditional Korean fermented seafood###salted shrimp jeotgal (traditional fermented food in Korea)	#Fermented	GCA_000337695.1	99	0.41	Natronococcus jeotgali
GCA_014138825	Nesterenkonia jeotgali	Food, Jeotgal, traditional Korean fermented seafood###From Jeotgal###Jeotgal, Korean traditional fermented seafood###jeotgal, Korean fermented seafood	#Fermented	GCA_014138825.1	89.81	11.05	Nesterenkonia jeotgali
GCA_014647195	Oceanobacillus indicireducens	Fermented Polygonum indigo (<I>Polygonum tinctorium</I> Lour.) liquor sample aged for 4 days prepared in a laboratory###fermented Polygonum indigo ( <i>Polygonum tinctorium</i> Lour.) liquor sample aged for 4 days prepared in a laboratory	#Beverage	GCA_014647195.1	68.26	12.69	Oceanobacillus indicireducens
GCA_000340475	Oceanobacillus kimchii	mustard Kimchi, a traditional Korean fermented food	#Fermented	GCA_000340475.1	97.79	1.07	Oceanobacillus kimchii
GCA_000309445	Oenococcus oeni	Food, Wine###wine	#Fruit (Seed)	GCA_000309445.1	97.35	0.89	Oenococcus oeni
GCA_003008535	Ottowia oryzae	Sikhye from Andongsi	#Beverage	GCA_003008535.1	99.79	1.49	Ottowia oryzae
GCA_003614185	Paenibacillus aceti	Traditional acetic acid fermentation culture of Chinese cereal vinegars###from traditional acetic acid fermentation culture of cereal vinegars	#Beverage	GCA_003614185.1	98.69	1.22	Paenibacillus aceti
GCA_001436805	Paralactobacillus selangorensis	Chili bo, a Malaysian food ingredient###Chili bo###""chili bo""	#Food	GCA_001436805.1	98.23	1.3	Lactobacillus selangorensis
GCA_004341685	Pectinatus cerevisiiphilus	beer	#Fruit (Seed)	GCA_004341685.1	98.6	0	Pectinatus cerevisiiphilus
GCA_001437605	Pediococcus argentinicus	Argentinean fermented wheat flour###Wheat flour,commercial###fermented wheat flour	NA	GCA_001437605.1	91.34	3.38	Pediococcus argentinicus
GCA_015613245	Pediococcus pentosaceus	Food, Sake mash###sake mash	#Beverage	GCA_015613245.1	92.01	3.21	Pediococcus pentosaceus
GCA_015613265	Pediococcus pentosaceus	Cheese,New Zealand Cheddar###cheddar cheese	#Dairy product	GCA_015613265.1	91.22	5.19	Pediococcus pentosaceus
GCA_016908275	Periweissella beninensis	Cassava fermentations in Ketou###fermented cassava	#Shrub (Scrub)	GCA_016908275.1	95.67	0.98	Periweissella beninensis
GCA_023657365	Periweissella ghanensis	fermented cocoa beans	#Fruit (Seed)	GCA_023657365.1	96.06	0.76	Periweissella ghanensis
GCA_900113675	Pisciglobus halotolerans	From fish sauce###fermented fish sauce	#Fermented	GCA_900113675.1	98.57	1.14	Pisciglobus halotolerans
GCA_014202615	Planococcus koreensis	Food, Jeotgal, korean traditional fermented seafood###From Jeotgal, Korean traditional fermented seafood###Jeotgal, Korean traditional fermented seafood###jeotgal (korean traditional fermented seafood)	#Fermented	GCA_014202615.1	87.92	7.91	Planococcus koreensis
GCA_000940845	Propionibacterium freudenreichii	Food, Swiss cheese###Cheese,Swiss###swiss cheese	#Dairy product	GCA_000940845.1	97.97	0.65	Propionibacterium freudenreichii
GCA_000381065	Propionispira raffinosivorans	pitching yeast	NA	GCA_000381065.1	100	4.69	Propionispira raffinosivorans
GCA_003144495	Proteus terrae subsp. cibarius	Korean fermented seafood, Jeotgal###Jeotgal (Korean traditional fermented seafood)	#Fermented	GCA_003144495.1	84.82	6.52	Proteus terrae
GCA_016107535	Psychrobacter cibarius	Food, Jeotgal, a traditional Korean fermented seafood###From Jeotgal, a traditional Korean fermented seafood###jeotgal, a traditional Korean fermented seafood	#Fermented	GCA_016107535.1	99	1.34	Psychrobacter cibarius
GCA_900107595	Psychroflexus halocasei	Cheese rind###sticky surface of a semi-hard, Raclette-type cheese	#Dairy product	GCA_900107595.1	78.04	5.44	Psychroflexus halocasei
GCA_003097615	Pueribacillus theae	ripened Pu'er tea sample obtained from a manufacturer	#Beverage	GCA_003097615.1	93.68	2.89	Pueribacillus theae
GCA_014642655	Pullulanibacillus camelliae	Ripened Pu'er tea###ripened Pu’er tea sample obtained from a manufacturer	#Beverage	GCA_014642655.1	89.36	30.48	Pullulanibacillus camelliae
GCA_014639255	Pullulanibacillus pueri	ripened Pu'er tea	#Beverage	GCA_014639255.1	89.38	35.5	Pullulanibacillus pueri
GCA_001591825	Rossellomorea vietnamensis	Food, Fish, sauce###vietnamese fish sauce	#Food	GCA_001591825.1	99.35	1.72	Rossellomorea vietnamensis
GCA_004136575	Rothia koreensis	Food, Jeotgal, Korean traditional fermented seafood###From Jeotgal, fermented shellfisg###Jeotgal, Korean traditional fermented seafood###Korean traditional fermented seafood (jeotgal)	#Fermented	GCA_004136575.1	90.9	26.67	Rothia koreensis
GCA_000330705	Salinicoccus carnicancri	From Korean traditional fermented seafood###Crabs preserved in soy sauce, traditional Korean fermented seafood###traditional Korean fermented seafood (crabs)	#Fermented	GCA_000330705.1	97.94	0.27	Salinicoccus carnicancri
GCA_001996005	Salinivibrio siamensis	Fermented fish (<I>pla-ra</I>) in Thailand###fermented fish (pla-ra)	#Fermented	GCA_001996005.1	93.59	0.37	Salinivibrio siamensis
GCA_000425885	Schleiferilactobacillus harbinensis	Food, Traditional fermented vegetables Suan cai###Traditional fermented vegetables 'Suan cai'###Fermented vegetables 'Suan cai'###chinese traditional fermented vegetable Suan cai	#Fermented	GCA_000425885.1	97.75	2.26	Schleiferilactobacillus harbinensis
GCA_000469325	Schleiferilactobacillus shenzhenensis	fermented beverage	#Beverage	GCA_000469325.1	98.19	1.82	Schleiferilactobacillus shenzhenensis
GCA_016908855	Scopulibacillus daqui	high temperature daqu (saccharifying and fermenting agent) of sesame-flavour liquor	#Beverage	GCA_016908855.1	83.08	20.5	Scopulibacillus daqui
GCA_001312845	Secundilactobacillus collinoides	Food, Fermenting apple juice###fermenting apple juice	NA	GCA_001312845.1	51.97	1.42	Secundilactobacillus collinoides
GCA_000260775	Secundilactobacillus malefermentans	Other, Beer###beer	#Fruit (Seed)	GCA_000260775.1	98.47	0.33	Secundilactobacillus malefermentans
GCA_001313185	Secundilactobacillus odoratitofui	Stinky tofu brine in Taipei###fermented brine used for stinky tofu production	#Food	GCA_001313185.1	46.87	0.65	Secundilactobacillus odoratitofui
GCA_000740055	Secundilactobacillus oryzae	Fermented rice grain, Oryza sativa Lactobacillus japonica###From fermented rice grains###Fermented rice grain (<I>Oryza sativa</I> L. subsp. <I>japonica</I>)###fermented rice grains	#Fermented	GCA_000740055.1	98.69	0.08	Secundilactobacillus oryzae
GCA_001311075	Secundilactobacillus similis	Fermented cane molasses###Fermented molasses###fermented cane molasses at alcohol plants	#Plant (Factory)	GCA_001311075.1	66.79	0.82	Secundilactobacillus similis
GCA_002902605	Staphylococcus carnosus	Food, Fermenting fish and shrimp sauces###Pla-chom (fermented small fish)###fermented fish sauce (Pla-chom)	#Fermented	GCA_002902605.1	97.92	1.09	Staphylococcus carnosus
GCA_001014685	Staphylococcus condimenti	Food, Soy sauce mash###Soy-sauce mash###soy sauce mash	#Food	GCA_001014685.1	99.43	0.42	Staphylococcus condimenti
GCA_002901955	Staphylococcus equorum subsp. linens	Food, Rind of surface ripened cheese###rind of surface ripened cheese	#Dairy product	GCA_002901955.1	99.72	0.11	Staphylococcus equorum
GCA_003970555	Staphylococcus piscifermentans	Fermented shrimp###Shrimp,fermented (Kung-chom)###Kung-chom (fermented shrimp)	#Fermented	GCA_003970555.1	99.54	0.49	Staphylococcus piscifermentans
GCA_900453015	Staphylococcus saprophyticus	Ropy milk	NA	GCA_900453015.1	91.54	1.17	Macrococcoides caseolyticum
GCA_900459545	Streptococcus gallolyticus subsp. macedonicus	Food, Cheese, Kasseri###Greek Kasseri cheese prepared from ewes' milk###Greek Kasseri cheese	#Dairy product	GCA_900459545.1	78.48	19.24	Streptococcus gallolyticus
GCA_000772915	Streptococcus phocae subsp. salmonis	cultured Atlantic salmon (<i>Salmo salar</i>)	#Salmonidae	GCA_000772915.1	89	2.51	Streptococcus phocae
GCA_024137205	Tetragenococcus halophilus subsp. halophilus	Soy sauce brewing mashes###soy sauce brewing mash	#Food	GCA_024137205.1	94.5	5.9	Tetragenococcus halophilus
GCA_000423785	Tetragenococcus muriaticus	Squid liver sauce, Japanese local traditional fermented seafood###japanese local traditional fermented seafood	#Fermented	GCA_000423785.1	97.46	1.13	Tetragenococcus muriaticus
GCA_014207645	Thalassotalea piscium	Gill of a cultured flounder (<I>Paralichthys olivaceus</I>) in Shandong Province###gill of a cultured flounder (<i>Paralichthys olivaceus</i>)	#Vascular system	GCA_014207645.1	82.36	6.28	Thalassotalea piscium
GCA_000763315	Thermoactinomyces daqus	high-temperature daqu, a fermentation starter used in the production of a sesame-flavour liquor	#Beverage	GCA_000763315.1	83.02	9.72	Thermoactinomyces daqus
GCA_001870205	Vagococcus teuberi	spontaneously fermented sour-milk (fènè)	#Dairy product	GCA_001870205.1	96.89	0.94	Vagococcus teuberi
GCA_000709085	Virgibacillus alimentarius	Jeotgal, traditional salt-fermented seafood made of gizzard shad	#Fermented	GCA_000709085.1	91.27	1.61	Virgibacillus alimentarius
GCA_005405525	Weissella cibaria	Food###From chili bo###Chilli Bo###chili bo	#Food	GCA_005405525.1	98.77	0	Weissella cibaria
GCA_016466705	Weissella confusa	Food, Sour carrot mash###soured carrot mash	#Herbaceous plants (Grass,Crops)	GCA_016466705.1	98.73	0.58	Weissella confusa
GCA_000420365	Weissella halotolerans	Food, Sausage###Sausage meat###sausage	#Meat	GCA_000420365.1	98.01	0	Weissella halotolerans
GCA_005405545	Weissella hellenica	Fermented sausage###Dry naturally fermented Greek sausage###sausage; naturally-fermented	#Meat	GCA_005405545.1	97.69	0.26	Weissella hellenica
GCA_000277645	Weissella koreensis	Food, Kimuchi, Fermented vegetable food###Traditional Korean fermented-vegetable food (Kimchi)###Traditional Korean fermented-vegetable food###kimchi, fermented vegetable food	#Fermented	GCA_000277645.1	98.05	15.14	Weissella koreensis
GCA_003363255	Weissella thailandensis	From fermented fish###fermented fish	#Fermented	GCA_003363255.1	97.4	1.58	Weissella thailandensis
GCA_001437355	Weissella viridescens	Food, Cured meat product###cured meat products	#Meat	GCA_001437355.1	95.35	1.21	Weissella viridescens
GCA_000277755	Zymomonas mobilis subsp. pomaceae	Fermenting palm sap (<I>Elaeis</I> sp.)###fermenting palm sap	#Plant sap (Flux)	GCA_000277755.1	94.96	1.27	Zymomonas mobilis
GCA_000245735	Alishewanella jeotgali	From Flatfish Sik Hae###Gajami sikhae (jeotgal), a traditional Korean fermented seafood###gajami sikhae (jeotgal), a traditional fermented Korean food	#Fermented	GCA_000245735.2	98.18	0.3	Alishewanella jeotgali
GCA_009377195	Arthrobacter bussei	Sliced cheese	#Dairy product	GCA_009377195.2	99.21	0.07	Arthrobacter bussei
GCA_000225825	Brachybacterium squillarum	Salt-fermented food made of tiny shrimp###food product	#Food	GCA_000225825.2	91.57	11.64	Brachybacterium squillarum
GCA_000183325	Corynebacterium bovis	Food, Milk###milk	#Dairy product	GCA_000183325.2	97.79	0.13	Corynebacterium bovis
GCA_000179395	Corynebacterium variabile	Food, Cheese###Surface of a smear-ripened cheese###Cheese,Irish smear-ripened cheese (Gubbeen)###cheese	#Dairy product	GCA_000179395.2	99.21	3.04	Corynebacterium variabile
GCA_000226215	Dietzia alimentaria	traditional salt-fermented seafood made of clam jeotgal	#Fermented	GCA_000226215.2	99.16	0	Dietzia alimentaria
GCA_000498955	Lactiplantibacillus fabifermentans	cocoa bean heap fermentation	#Fruit (Seed)	GCA_000498955.2	99.02	1.09	Lactiplantibacillus fabifermentans
GCA_000785105	Lentilactobacillus curieae	Stinky tofu brine###food product	#Food	GCA_000785105.2	99.35	0	Lentilactobacillus curieae
GCA_000224785	Lentibacillus jeotgali	From Garibi-jeotgal, traditional Korean fermented seafood made from scallops###Jeotgal, traditional Korean fermented seafood###traditional Korean fermented seafood made from scallops, ""Garibi-jeotgal""	#Fermented	GCA_000224785.2	98.53	1.61	Lentibacillus jeotgali
GCA_000166735	Leuconostoc inhae	Food, Kimchi, fermented vegetale food in Korea###From Kimchi(fermented vegetable food in Korea)###Kimchi###kimchi (fermented vegetable food in Korea)	#Fermented	GCA_000166735.2	69.57	1.1	Leuconostoc inhae
GCA_000255495	Liquorilactobacillus vini	Grape must ferment at high temperature###Fermenting grape musts###grape must, fermenting at high temperature	#Beverage	GCA_000255495.2	95.45	0.31	Liquorilactobacillus vini
GCA_000709935	Metabacillus indicus	Food, Jeotgal, a traditional Korean fermented seafood###From Jeotgal, a traditional Korean fermented seafood###jeotgal, a traditional Korean fermented seafood	#Fermented	GCA_000709935.2	99.03	0	Metabacillus indicus
GCA_004102045	Oenococcus sicerae	Fermented apple juices (ciders)###Apple juice in fermentation (cider)	#Fruit (Seed)	GCA_004102045.2	89.66	2.52	Oenococcus sicerae
GCA_000299295	Salimicrobium jeotgali	Jeotgal, Korean salted and fermented seafood (anchovy jeotgal)###fermented anchovy (myeolchi-jeot)	#Fermented	GCA_000299295.2	95.78	0	Salimicrobium jeotgali
GCA_002218025	Vibrio casei	Food, Surfaces of two French red smear soft cheeses###surface of a French smear ripened cheese (TF11)	#Dairy product	GCA_002218025.2	93.65	1.74	Vibrio casei
